Signal,Window_Start,Window_Size,RMS,STD,Peak_to_Peak,Crest_Factor
Crack4_30,3400,100,1.4893505685767874,1.47527943891534,6.95529,3.3394556687259978
Crack4_30,3500,100,1.5217760721393931,1.4021809354950452,5.454359999999999,2.408748337520319
Crack4_30,3600,100,1.9739292365302763,0.7275414725421157,3.35502,2.0796578454958565
Crack4_30,3700,100,1.8887699747240267,0.9966297368475165,4.49298,2.5302001322194845
Crack4_30,3800,100,1.6049642697508875,1.2092696356438088,4.79709,2.827665265571265
Crack4_30,3900,100,1.3025315930080161,1.1982342328067748,4.98348,2.391304347826087
Crack4_30,4000,100,1.733917153111705,1.688038426702482,6.337260000000001,2.3515935583855536
Crack4_30,4100,100,2.015385653179063,1.4883619235006518,5.5818900000000005,2.636683234331434
Crack4_30,4200,100,2.0316273156514213,1.1082636699134867,4.98348,2.286000333722676
Crack4_30,4300,100,0.8049892571158946,0.8009599170420452,3.9338100000000003,3.1221443801401154
Crack4_30,4400,100,1.1750684827660045,1.0247387009970688,3.9926699999999995,2.4297423887587812
Crack4_30,4500,100,1.498562191141896,1.4773023064740134,6.15087,2.3755484944772283
Crack4_30,4600,100,1.6404144605452613,1.616038480859834,6.12144,2.282850779510022
Crack4_30,4700,100,2.3073887436216722,2.2594012749509016,7.995150000000001,2.150745979461345
Crack4_50,0,100,2.4479563116083183,2.147985330744554,7.64199,2.4083476964643404
Crack4_50,100,100,2.1330360139744475,2.0978693050758332,8.40717,2.442258813128522
Crack4_50,200,100,2.0718318213433733,2.060051180657265,9.1233,2.6762738033968096
Crack4_50,300,100,1.3081269924602121,1.3080117470135009,5.75847,2.6544704510806207
Crack4_50,400,100,1.2904595439365776,1.285015831782671,5.3955,2.7995211345427755
Crack4_50,500,100,1.9862565996459272,1.9858148494885695,7.60275,2.3246538658765887
Crack4_50,600,100,2.7484528380741775,2.7479037535950925,10.75176,2.529809861424428
Crack4_50,700,100,1.8156921389368297,1.5954766223027996,7.308450000000001,2.8920873031961616
Crack4_50,800,100,2.4366624143649855,2.1834761073395677,8.524890000000001,2.619127276203222
Crack4_50,900,100,2.498590052946061,1.9515319659182502,6.867,2.2336530886510033
Crack4_50,1000,100,2.2550800312718393,2.2409975573254757,9.40779,2.9709195703432014
Crack4_50,1100,100,4.094388219296504,2.0371706483454544,8.22078,2.057254816588658
Crack4_50,1200,100,6.748410161971484,2.7854095947274904,10.55556,1.8449360017874818
Crack4_50,1300,100,4.192772653899803,4.163681499962459,15.55866,2.815256118217394
Crack4_50,1400,100,8.42817778944927,1.9652015399157512,8.004959999999999,1.480621454049266
Crack4_50,1500,100,6.289339578965585,1.9736495442903002,8.66223,1.8612521150592216
Crack4_50,1600,100,3.1943381591431423,3.18582287298441,12.70395,2.5667870036101084
Crack4_50,1700,100,5.5676263281372425,3.0434077575574308,11.595419999999999,2.4146684288921056
Crack4_50,1800,100,4.318312637723328,4.153729078396774,12.93939,1.8573950418297644
Crack4_50,1900,100,4.077137733812533,3.5891720644446456,13.792860000000001,2.902048504826936
Crack4_50,2000,100,2.291687810090633,1.973455109611222,7.51446,2.3021582733812944
Crack4_50,2100,100,2.8986883414021936,2.7786552258149535,10.64385,2.553327730419818
