Crack1_30,Crack1_50,Crack2_30,Crack2_50,Crack3_30,Crack3_50,Crack4_30,Crack4_50,Crack5_30,Crack5_50,Crack6_30,Crack6_50
-2.2563,,2.70756,-0.38259,1.35378,,1.25568,,-1.65789,,-1.81485,
-2.03067,,2.02086,-0.06867,0.41202,,1.8639,,-1.35378,,-2.0601,
-2.14839,,1.50093,1.25568,1.41264,,2.14839,,-0.981,,-2.1582,
-1.74618,,1.44207,0.40221,0.73575,,1.49112,,-0.07848,,-0.42183,
-2.07972,,1.75599,-1.58922,0.24525,,1.73637,,0.18639,,1.03986,
-1.41264,,1.77561,-1.6677,-0.00981,,1.80504,,-0.38259,,0.7848,
-0.92214,,2.51136,-1.29492,0.51993,,1.60884,,0.71613,,-0.81423,
-0.87309,,1.70694,-1.2753,-0.31392,,0.981,,0.73575,,-0.95157,
-0.82404,,2.31516,-1.38321,0.8829,,1.41264,,0.84366,,-0.54936,
0.04905,,1.65789,-1.12815,0.67689,,2.30535,,2.41326,,-0.48069,
0.99081,,1.75599,-1.30473,0.47088,,2.58984,,0.89271,,0.76518,
1.26549,,1.57941,-0.73575,1.03005,,2.44269,,3.0411,,1.50093,
1.98162,,2.57022,-2.33478,1.13796,,2.98224,,1.1772,,2.34459,
2.3544,,2.41326,-1.30473,0.82404,,3.09015,,1.65789,,1.12815,
2.12877,,2.40345,-1.4715,0.90252,,2.62908,,1.48131,,2.43288,
1.83447,,2.65851,-2.86452,1.54998,,2.93319,,1.88352,,2.34459,
2.61927,,3.5316,-1.97181,1.38321,,3.17844,,1.48131,,1.91295,
2.82528,,2.943,-1.18701,1.61865,,3.67875,,2.04048,,-1.28511,
2.21706,,2.22687,-1.50093,1.69713,,3.7278,,2.08953,,2.00124,
2.93319,,1.46169,-1.30473,2.16801,,3.44331,,2.34459,,1.60884,
2.7468,,0.93195,-0.8829,2.41326,,3.63951,,3.29616,,1.69713,
2.76642,,0.79461,0.6867,1.49112,,3.8259,,1.65789,,0.6867,
1.88352,,0.92214,-0.52974,1.73637,,2.68794,,0.61803,,1.93257,
1.69713,,0.27468,-0.57879,2.98224,,3.02148,,1.36359,,1.1772,
1.2753,,1.09872,1.2753,2.21706,,3.08034,,1.2753,,-1.0791,
0.28449,,1.15758,2.02086,3.57084,,2.99205,,0.55917,,-1.79523,
0.87309,,1.03986,0.42183,3.88476,,3.0411,,-0.3924,,-2.79585,
0.66708,,0.30411,0.46107,5.20911,,2.97243,,-0.01962,,-1.55979,
0.16677,,0.03924,1.67751,4.23792,,2.87433,,-0.76518,,-1.62846,
-0.90252,,1.21644,1.69713,5.35626,,2.92338,,0.22563,,-0.72594,
-0.8829,,0.96138,1.75599,4.72842,,2.69775,,-0.40221,,-1.45188,
-2.05029,,1.71675,1.13796,4.84614,,2.87433,,-0.24525,,-1.06929,
-2.29554,,2.48193,3.05091,4.37526,,2.73699,,-0.60822,,-2.01105,
-2.27592,,3.03129,2.27592,6.1803,,2.92338,,-0.24525,,-3.37464,
-2.08953,,2.58003,1.28511,5.53284,,2.62908,,-0.93195,,-4.48317,
-2.8449,,3.02148,0.82404,5.41512,,3.1392,,-0.5886,,-3.60027,
-2.4525,,2.943,0.46107,4.32621,,2.19744,,-0.70632,,-2.09934,
-2.37402,,2.81547,0.08829,4.67937,,2.22687,,-0.83385,,-3.76704,
-2.33478,,2.67813,0.46107,3.78666,,2.12877,,0.42183,,-4.14963,
-2.92338,,2.31516,0.13734,2.49174,,1.72656,,-1.21644,,-3.78666,
-2.16801,,2.05029,0.71613,2.36421,,1.6677,,0.83385,,-4.59108,
-1.88352,,2.22687,0.34335,2.0601,,1.7658,,0.50031,,-6.44517,
-1.87371,,2.02086,-0.22563,1.84428,,1.1772,,-0.12753,,-5.85657,
-1.28511,,2.41326,-0.26487,1.19682,,1.13796,,0.73575,,-4.22811,
-0.71613,,2.27592,-0.26487,2.41326,,0.70632,,-0.2943,,-4.28697,
-0.72594,,2.80566,0.4905,1.65789,,0.27468,,0.18639,,-6.1803,
-0.15696,,2.47212,-0.02943,1.45188,,-0.48069,,-0.95157,,-6.16068,
0.21582,,2.50155,-0.66708,0.44145,,-0.21582,,0.47088,,-4.33602,
0.21582,,2.44269,1.75599,1.49112,,-0.13734,,-0.24525,,-4.10058,
0.77499,,2.26611,0.74556,1.42245,,-0.12753,,0.79461,,-5.09139,
0.8829,,2.00124,0.03924,1.15758,,-0.50031,,0.06867,,-4.905,
1.67751,,1.85409,0.1962,1.53036,,-0.01962,,0.5886,,-3.75723,
1.33416,,2.06991,1.21644,1.92276,,0.41202,,0.51012,,-4.2183,
1.57941,,2.85471,0.37278,2.39364,,-0.27468,,-0.97119,,-4.08096,
1.0791,,1.59903,0.35316,2.19744,,-0.11772,,0.981,,-4.79709,
1.48131,,1.52055,1.46169,2.4525,,0.54936,,-0.12753,,-3.27654,
1.13796,,0.77499,1.91295,2.57022,,0.02943,,0.23544,,-4.04172,
0.63765,,1.23606,1.45188,2.87433,,0.31392,,0.06867,,-4.53222,
0.37278,,0.17658,2.14839,3.2373,,1.01043,,1.11834,,-4.20849,
0.38259,,-0.69651,2.81547,2.72718,,0.81423,,0.56898,,-3.47274,
-0.13734,,-0.67689,2.40345,2.62908,,0.10791,,-0.00981,,-4.40469,
-1.24587,,-0.34335,1.88352,3.11958,,-0.05886,,-0.59841,,-1.81485,
-1.25568,,-0.65727,2.5506,3.37464,,0.03924,,0.0981,,-3.14901,
-2.04048,,-0.55917,2.73699,3.11958,,-0.35316,,0.36297,,-3.18825,
-2.00124,,-0.63765,3.09015,3.46293,,0.14715,,-0.89271,,-3.07053,
-2.78604,,-0.65727,2.05029,3.89457,,0.16677,,0.53955,,-1.40283,
-2.76642,,-0.6867,2.43288,2.59965,,0.37278,,0.01962,,-2.86452,
-2.68794,,0.23544,2.29554,2.69775,,0.41202,,0.97119,,-1.91295,
-2.72718,,1.23606,1.31454,2.75661,,0.60822,,-0.87309,,-2.05029,
-2.43288,,0.8829,1.33416,2.96262,,1.09872,,-0.59841,,0.59841,
-2.28573,,0.91233,0.45126,2.56041,,0.92214,,0.32373,,-0.26487,
-2.20725,,1.93257,0.89271,2.08953,,1.42245,,-0.21582,,-0.52974,
-1.52055,,1.88352,0.20601,2.52117,,1.59903,,-0.14715,,-1.78542,
-1.7658,,1.58922,-0.41202,2.42307,,2.98224,,-0.38259,,-0.70632,
-1.09872,,1.49112,-0.11772,1.24587,,3.02148,,-0.8829,,-2.0601,
-0.72594,,1.92276,0.52974,1.03986,,2.61927,,0.03924,,-1.4715,
0.04905,,1.98162,0.53955,0.87309,,2.28573,,-1.88352,,-1.70694,
-0.22563,,1.7658,-0.47088,0.94176,,2.50155,,-1.64808,,-1.89333,
-0.30411,,1.52055,0.81423,0.25506,,1.4715,,-1.74618,,-3.84552,
0.31392,,2.49174,0.43164,0.08829,,1.40283,,-1.01043,,-3.09996,
0.48069,,2.62908,-0.00981,0.46107,,1.09872,,-2.10915,,-2.04048,
-0.06867,,1.94238,-0.37278,1.83447,,1.5696,,-2.07972,,-3.31578,
-0.06867,,1.41264,0.17658,0.8829,,0.71613,,-2.10915,,-3.36483,
0.43164,,1.4715,1.38321,1.10853,,0.55917,,-1.68732,,-2.92338,
0.36297,,1.78542,1.99143,0.99081,,0.59841,,-3.54141,,-2.43288,
-0.04905,,1.55979,1.88352,0.91233,,-0.20601,,-2.85471,,-3.17844,
0.08829,,1.38321,1.99143,0.7848,,-0.70632,,-2.08953,,-3.80628,
0.11772,,1.03005,3.06072,1.29492,,-0.60822,,-3.19806,,-2.29554,
0.03924,,1.54998,1.41264,1.23606,,-1.0791,,-3.24711,,-1.20663,
-0.27468,,1.54998,2.24649,1.38321,,-0.70632,,-1.78542,,-1.68732,
0.23544,,0.51012,2.53098,0.981,,-0.46107,,-2.26611,,-1.06929,
-0.14715,,0.60822,3.57084,2.1582,,-0.83385,,-1.50093,,-0.73575,
-0.38259,,0.4905,1.88352,1.12815,,-0.72594,,-2.37402,,-0.52974,
-0.35316,,0.0981,3.52179,1.65789,,-0.72594,,-0.34335,,-0.92214,
-1.08891,,0.1962,3.08034,2.18763,,-0.77499,,-3.19806,,-1.5696,
-1.30473,,0.0981,3.09015,3.19806,,-1.30473,,-2.4525,,-1.42245,
-1.68732,,0.15696,2.18763,3.8259,,-0.5886,,-1.10853,,-1.61865,
-1.84428,,0.91233,1.15758,2.46231,,-0.59841,,0.62784,,-2.44269,
-2.31516,,0.63765,1.25568,3.42369,,0.08829,,-1.28511,,-0.7848,
-2.41326,,0.65727,0.95157,5.09139,,-0.63765,,-0.80442,,-1.54998,
-2.80566,,0.57879,0.26487,4.4145,,0.13734,,-0.96138,,-1.18701,
-3.29616,,1.1772,1.19682,4.13982,,-0.06867,,-0.76518,,-0.32373,
-3.24711,,1.35378,0.52974,4.1202,,-0.43164,,-1.39302,,-0.32373,
-2.96262,,1.00062,0.10791,3.89457,,-0.66708,,-0.43164,,-0.61803,
-2.52117,,0.93195,-0.50031,4.71861,,-0.1962,,-0.71613,,-1.28511,
-3.12939,,1.59903,-1.28511,3.52179,,0.23544,,-0.42183,,-0.14715,
-2.89395,,1.46169,-1.58922,3.64932,,0.03924,,-0.59841,,-0.04905,
-1.91295,,2.24649,-1.55979,4.16925,,0.50031,,0.42183,,1.13796,
-2.16801,,1.55979,-1.97181,2.52117,,0.18639,,-0.25506,,0.3924,
-1.55979,,1.68732,-1.8639,2.21706,,0.43164,,-0.37278,,0.3924,
-1.85409,,1.89333,-2.07972,2.91357,,0.67689,,1.0791,,-0.14715,
-0.82404,,1.68732,-1.73637,2.30535,,0.11772,,-0.32373,,-0.44145,
-0.18639,,2.20725,-1.42245,1.99143,,0.84366,,-0.47088,,-2.75661,
-0.32373,,1.84428,-1.67751,2.77623,,1.18701,,-1.16739,,-2.32497,
0.17658,,2.13858,-2.80566,2.23668,,1.59903,,-1.0791,,-1.74618,
0.8829,,1.77561,-1.97181,3.55122,,0.8829,,-1.88352,,-3.15882,
0.79461,,2.8449,-1.80504,2.13858,,1.25568,,-1.90314,,-2.58984,
0.3924,,2.22687,-2.48193,2.79585,,0.8829,,-1.97181,,-3.09015,
0.38259,,2.23668,-1.71675,2.42307,,0.72594,,-1.73637,,-2.60946,
0.62784,,2.57022,-0.00981,4.50279,,0.25506,,-3.01167,,-4.62051,
0.65727,,2.69775,0.51012,2.67813,,0.41202,,-2.5506,,-5.17968,
0.65727,,1.79523,-0.27468,3.55122,,0.3924,,-3.49236,,-4.33602,
0.981,,2.05029,0.76518,2.46231,,0.26487,,-3.60027,,-3.68856,
1.20663,,2.2563,1.95219,2.91357,,-0.18639,,-3.42369,,-5.27778,
1.80504,,2.01105,0.981,1.0791,,0.80442,,-3.8259,,-4.64013,
0.67689,,0.56898,0.35316,1.43226,,-0.50031,,-4.43412,,-3.00186,
1.1772,,0.35316,2.42307,2.70756,,0.10791,,-3.48255,,-2.31516,
0.38259,,0.21582,2.7468,2.49174,,0.08829,,-3.42369,,-1.80504,
0.0981,,-0.31392,2.0601,2.87433,,0.04905,,-2.20725,,-2.48193,
-0.07848,,-1.2753,1.85409,2.4525,,0.47088,,-2.42307,,-2.47212,
0.45126,,-1.12815,3.77685,4.38507,,0.48069,,-2.23668,,-2.19744,
-0.70632,,-0.74556,2.96262,4.00248,,0.64746,,-2.03067,,-1.67751,
0.10791,,-1.44207,1.71675,4.26735,,1.15758,,-1.45188,,-1.98162,
-0.13734,,-1.34397,0.24525,5.31702,,0.20601,,-2.1582,,-1.22625,
-0.81423,,-0.8829,1.06929,5.84676,,0.71613,,-1.75599,,-0.26487,
-1.21644,,-0.47088,0.42183,5.56227,,1.11834,,-0.57879,,-0.84366,
-0.97119,,-0.25506,-0.86328,5.86638,,1.14777,,0.61803,,0.0,
-1.26549,,0.04905,-1.21644,6.39612,,1.13796,,0.25506,,1.64808,
-0.81423,,0.71613,-0.40221,7.0632,,1.28511,,-0.31392,,0.43164,
-1.06929,,1.21644,-1.03986,6.56289,,1.57941,,0.67689,,0.32373,
-0.4905,,1.68732,-2.11896,5.67018,,2.13858,,0.95157,,-1.32435,
-0.55917,,1.52055,-2.26611,5.34645,,1.58922,,0.03924,,-0.12753,
-0.74556,,1.80504,-2.39364,5.89581,,2.09934,,0.10791,,1.69713,
-0.65727,,1.62846,-3.58065,5.11101,,2.29554,,-0.24525,,-0.34335,
-0.42183,,1.99143,-3.0411,4.83633,,2.66832,,1.28511,,0.83385,
-0.42183,,2.32497,-1.67751,4.08096,,2.59965,,-0.24525,,1.70694,
-0.10791,,1.962,-2.62908,4.64013,,2.05029,,-0.03924,,1.60884,
0.25506,,1.59903,-1.90314,3.78666,,2.92338,,-0.12753,,-0.87309,
0.67689,,1.09872,-1.33416,2.943,,2.943,,1.06929,,0.74556,
0.63765,,1.13796,-0.96138,2.33478,,1.71675,,0.48069,,0.75537,
0.61803,,1.09872,-1.0791,2.12877,,0.96138,,-0.65727,,-0.20601,
0.37278,,1.03005,-0.71613,2.69775,,0.76518,,-0.8829,,-1.90314,
0.50031,,1.3734,1.04967,3.16863,,0.77499,,-0.42183,,-0.99081,
0.16677,,1.55979,0.2943,2.87433,,-0.01962,,-2.52117,,-0.55917,
0.51012,,2.14839,1.71675,2.1582,,-0.90252,,-1.83447,,-0.82404,
0.3924,,1.72656,1.962,2.96262,,-0.61803,,-1.82466,,-2.92338,
0.69651,,1.99143,3.63951,1.45188,,-0.37278,,-0.23544,,-1.59903,
0.87309,,1.70694,2.67813,2.82528,,-1.45188,,-1.30473,,-2.93319,
0.38259,,0.95157,3.59046,2.12877,,-0.84366,,-1.43226,,-5.42493,
0.38259,,1.25568,4.48317,2.28573,,-0.07848,,-1.30473,,-6.73947,
0.12753,,0.92214,4.6107,2.1582,,-0.90252,,-0.34335,,-5.27778,
-0.31392,,1.1772,4.25754,2.28573,,-0.72594,,-0.75537,,-5.44455,
0.15696,,0.87309,3.87495,2.91357,,-0.46107,,-0.70632,,-6.6708,
-0.32373,,0.63765,4.48317,1.98162,,0.63765,,-0.03924,,-4.85595,
-0.28449,,-0.10791,3.86514,2.38383,,0.41202,,0.26487,,-5.33664,
-0.05886,,-0.6867,2.58003,3.50217,,0.10791,,0.43164,,-4.69899,
0.43164,,-1.5696,3.37464,2.80566,,0.64746,,-0.11772,,-5.38569,
0.13734,,-1.98162,3.37464,3.07053,,1.26549,,0.46107,,-4.35564,
-0.11772,,-2.26611,2.95281,3.4335,,0.60822,,1.20663,,-4.17906,
0.06867,,-2.19744,1.88352,3.71799,,0.0,,0.56898,,-2.62908,
0.20601,,-1.65789,1.93257,3.35502,,0.14715,,0.65727,,-3.20787,
-0.83385,,-1.69713,2.2563,4.64013,,0.89271,,1.02024,,-0.67689,
-1.13796,,-1.08891,-0.01962,5.13063,,-0.45126,,1.92276,,-0.85347,
0.13734,,-0.63765,-0.21582,5.50341,,-0.20601,,0.12753,,-1.84428,
-0.12753,,-1.01043,-0.85347,4.24773,,0.22563,,0.76518,,-2.40345,
-1.01043,,-1.31454,-1.06929,4.65975,,0.95157,,1.53036,,1.11834,
-0.44145,,-0.26487,-2.05029,5.25816,,-0.28449,,1.44207,,-0.15696,
-0.14715,,0.03924,-1.42245,4.64013,,0.17658,,0.45126,,-2.43288,
-0.96138,,0.89271,-1.92276,3.60027,,0.82404,,0.90252,,-2.16801,
-0.59841,,1.04967,-1.74618,4.84614,,1.33416,,0.46107,,-0.27468,
-0.43164,,1.1772,-2.4525,3.63951,,-0.03924,,1.44207,,-0.62784,
-0.06867,,1.83447,-2.08953,3.40407,,0.97119,,1.03986,,-2.0601,
-0.01962,,1.93257,-2.69775,2.81547,,0.75537,,2.08953,,-0.51993,
0.21582,,1.03005,-2.30535,1.60884,,0.6867,,1.52055,,-0.70632,
-0.10791,,1.11834,-1.92276,2.68794,,-0.26487,,2.02086,,-1.97181,
-0.13734,,1.8639,-0.92214,1.60884,,-0.60822,,0.08829,,-3.99267,
-0.54936,,1.29492,-0.32373,2.34459,,-1.18701,,0.37278,,-2.24649,
-0.25506,,1.25568,-0.46107,1.54998,,-1.10853,,-0.44145,,-1.7658,
-0.36297,,1.88352,1.19682,0.65727,,-3.17844,,0.17658,,-3.78666,
-0.17658,,2.10915,2.23668,1.55979,,-2.96262,,-0.56898,,-3.66894,
-0.11772,,1.68732,2.54079,0.95157,,-3.00186,,1.02024,,-0.64746,
-0.55917,,1.38321,2.28573,0.31392,,-3.65913,,1.12815,,-2.04048,
-0.52974,,1.16739,3.25692,0.30411,,-4.29678,,0.95157,,-3.48255,
-0.66708,,1.59903,3.54141,0.37278,,-4.23792,,0.07848,,-2.92338,
-1.2753,,0.94176,3.94362,0.7848,,-4.16925,,-0.76518,,-3.26673,
-0.28449,,1.04967,4.0221,1.1772,,-4.25754,,-1.10853,,-5.14044,
-0.10791,,1.05948,4.14963,0.37278,,-3.81609,,-1.52055,,-7.34769,
-0.76518,,0.57879,4.17906,0.6867,,-3.60027,,-1.65789,,-3.78666,
-0.34335,,0.54936,3.52179,1.2753,,-2.72718,,-0.94176,,-3.12939,
-0.17658,,0.66708,2.60946,1.87371,,-2.71737,,-0.11772,,-3.26673,
-0.81423,,-0.07848,2.37402,1.46169,,-2.1582,,0.12753,,-4.66956,
-1.11834,,-0.43164,1.52055,1.05948,,-1.58922,,0.53955,,-1.22625,
-0.8829,,-0.63765,0.41202,1.73637,,-1.98162,,0.2943,,-2.85471,
-0.96138,,-0.10791,0.57879,2.28573,,-1.51074,,0.16677,,-3.06072,
-0.83385,,-0.04905,-0.03924,3.29616,,-1.15758,,0.28449,,-2.12877,
-0.81423,,0.0,-0.06867,3.02148,,-1.19682,,-1.45188,,-0.44145,
-0.54936,,0.24525,-0.64746,3.68856,,-1.44207,,-0.7848,,-0.17658,
-1.49112,,0.26487,-0.22563,3.25692,,-0.84366,,-1.0791,,0.04905,
-1.65789,,-0.55917,-0.75537,2.95281,,-0.63765,,0.50031,,3.34521,
-1.20663,,-0.31392,-0.27468,3.27654,,-0.87309,,0.12753,,2.54079,
-2.33478,,0.54936,-1.20663,3.55122,,-0.99081,,-0.00981,,2.57022,
-1.6677,,0.63765,-1.09872,2.97243,,-0.99081,,0.03924,,2.07972,
-1.13796,,0.99081,-0.64746,2.59965,,-0.67689,,0.56898,,5.1012,
-0.73575,,1.18701,-1.58922,2.78604,,-1.05948,,-0.81423,,1.78542,
-0.87309,,1.16739,-1.04967,2.98224,,-0.65727,,-0.82404,,1.61865,
-1.09872,,1.78542,-1.48131,2.49174,,-0.53955,,-1.01043,,0.61803,
-1.1772,,1.11834,-1.1772,2.00124,,-1.33416,,-1.31454,,1.03005,
-0.92214,,1.29492,-1.74618,2.39364,,-1.15758,,-0.40221,,0.06867,
-1.41264,,1.54998,-2.21706,3.11958,,-1.40283,,-1.08891,,1.50093,
-1.39302,,1.03005,-2.01105,2.29554,,-1.38321,,-0.15696,,-0.01962,
-1.16739,,0.41202,-1.80504,1.93257,,-2.24649,,-1.19682,,-0.40221,
-0.72594,,0.85347,-0.67689,2.11896,,-2.08953,,-0.20601,,-1.39302,
-0.71613,,0.86328,-1.53036,2.52117,,-2.61927,,-0.86328,,-1.67751,
-1.10853,,0.53955,-0.23544,2.12877,,-2.69775,,-2.29554,,-1.91295,
-0.94176,,0.00981,0.05886,2.01105,,-3.68856,,-2.34459,,-2.30535,
-0.2943,,0.33354,-0.28449,2.96262,,-3.06072,,-3.09015,,-1.55979,
-0.46107,,0.53955,0.21582,3.2373,,-3.29616,,-3.44331,,-1.54998,
-0.50031,,1.20663,0.44145,2.30535,,-3.70818,,-3.87495,,-1.78542,
-0.10791,,0.84366,1.45188,3.1392,,-3.86514,,-2.8449,,-2.42307,
0.33354,,0.7848,1.42245,3.41388,,-2.79585,,-2.29554,,-1.35378,
0.52974,,0.25506,1.89333,2.62908,,-2.83509,,-2.49174,,-1.59903,
0.26487,,0.65727,2.37402,1.33416,,-3.06072,,-2.70756,,-2.36421,
0.03924,,0.82404,1.03005,2.01105,,-2.39364,,-2.60946,,-1.02024,
0.24525,,0.77499,1.32435,1.72656,,-1.69713,,-2.56041,,-0.87309,
0.11772,,1.14777,0.76518,1.54998,,-1.41264,,-3.36483,,-1.29492,
-0.03924,,1.2753,-0.0981,1.74618,,-1.41264,,-3.58065,,-0.27468,
0.22563,,1.01043,-0.10791,2.28573,,-1.13796,,-2.39364,,0.13734,
-0.24525,,1.03005,0.25506,2.19744,,-0.63765,,-2.31516,,2.24649,
0.21582,,1.13796,1.13796,2.4525,,-0.37278,,-2.08953,,1.03005,
-0.03924,,0.81423,-2.10915,1.99143,,-0.75537,,-1.58922,,1.92276,
-0.40221,,0.76518,-1.41264,1.59903,,0.0981,,-1.30473,,1.7658,
-1.06929,,0.42183,-1.32435,1.64808,,0.38259,,-1.29492,,1.90314,
-0.55917,,1.09872,-1.71675,1.64808,,0.33354,,-1.29492,,2.98224,
-0.85347,,1.71675,-2.92338,2.52117,,0.42183,,-1.36359,,4.0221,
-0.63765,,2.24649,-2.08953,1.87371,,0.5886,,-1.55979,,4.28697,
-0.72594,,2.61927,-1.69713,1.45188,,0.26487,,-0.87309,,5.72904,
-0.75537,,2.09934,-0.84366,2.01105,,0.65727,,-1.21644,,4.22811,
-0.99081,,1.91295,-1.8639,1.69713,,0.10791,,-0.64746,,4.1202,
-0.81423,,1.43226,-1.64808,1.71675,,0.48069,,-0.96138,,4.74804,
-1.11834,,1.95219,-1.45188,1.73637,,0.62784,,-0.50031,,5.1012,
-1.43226,,1.12815,-2.33478,1.52055,,0.72594,,-0.99081,,5.45436,
-1.16739,,1.10853,-2.09934,1.21644,,0.02943,,-1.19682,,1.962,
-0.87309,,0.73575,-2.13858,0.95157,,-0.62784,,-1.22625,,3.24711,
-0.64746,,0.96138,-2.87433,1.58922,,-0.5886,,-0.26487,,1.79523,
-1.24587,,1.05948,-1.39302,1.72656,,-1.65789,,-0.36297,,1.60884,
-1.34397,,0.41202,-0.5886,0.97119,,-2.21706,,-0.84366,,2.54079,
-0.77499,,0.06867,0.23544,1.59903,,-2.58984,,-0.7848,,1.46169,
-1.21644,,-0.14715,-0.53955,1.89333,,-2.37402,,-1.81485,,0.0981,
-0.92214,,0.13734,-0.21582,1.94238,,-2.87433,,-2.05029,,-1.22625,
-0.75537,,-0.53955,0.33354,2.00124,,-2.44269,,-1.67751,,-0.75537,
-0.26487,,-0.56898,0.37278,2.00124,,-3.48255,,-2.26611,,-2.31516,
0.79461,,-0.35316,-0.02943,1.94238,,-2.6487,,-2.46231,,-2.06991,
0.45126,,-0.52974,0.38259,1.20663,,-2.78604,,-2.51136,,-3.47274,
0.64746,,-0.06867,1.5696,1.54998,,-2.65851,,-3.34521,,-1.68732,
0.81423,,0.11772,1.14777,1.08891,,-2.58003,,-2.81547,,-2.53098,
1.03005,,0.17658,1.81485,0.96138,,-2.0601,,-2.23668,,-2.30535,
1.23606,,0.81423,2.26611,0.77499,,-1.10853,,-3.36483,,-2.47212,
2.18763,,0.42183,2.13858,1.39302,,-0.24525,,-3.3354,,-0.18639,
2.0601,,0.42183,0.8829,0.82404,,-0.81423,,-2.62908,,-1.77561,
2.58003,,-0.45126,2.50155,0.75537,,-0.3924,,-3.0411,,-0.73575,
2.96262,,-0.55917,1.53036,0.63765,,1.29492,,-2.54079,,0.02943,
2.33478,,-0.00981,0.27468,1.54017,,0.61803,,-1.87371,,0.69651,
1.98162,,-1.09872,0.42183,0.83385,,0.41202,,-1.64808,,1.97181,
2.19744,,-1.15758,1.49112,0.56898,,1.21644,,-1.40283,,3.09015,
1.71675,,-0.2943,-0.13734,0.44145,,1.70694,,-0.87309,,3.0411,
1.64808,,0.36297,0.92214,1.32435,,1.33416,,0.48069,,3.18825,
1.5696,,0.31392,1.20663,0.52974,,-0.00981,,-0.16677,,4.8069,
1.59903,,0.6867,0.95157,1.04967,,-0.14715,,1.11834,,3.89457,
1.52055,,1.03986,-0.26487,1.10853,,0.81423,,0.40221,,6.30783,
0.45126,,1.51074,-0.23544,1.71675,,-0.27468,,1.42245,,3.79647,
0.04905,,0.69651,-0.21582,0.95157,,-0.47088,,1.24587,,5.56227,
0.12753,,0.69651,-1.1772,0.85347,,0.15696,,1.30473,,4.69899,
0.38259,,1.80504,-2.36421,1.58922,,-0.28449,,1.02024,,3.73761,
-0.02943,,1.53036,-0.52974,1.45188,,-0.72594,,1.55979,,3.58065,
0.32373,,2.51136,-1.59903,0.84366,,-0.81423,,0.53955,,4.87557,
0.59841,,2.31516,-1.97181,1.40283,,-1.52055,,0.28449,,4.14963,
-0.08829,,1.26549,-1.75599,2.36421,,-1.81485,,0.85347,,3.25692,
0.15696,,1.78542,-1.79523,2.19744,,-1.42245,,0.12753,,2.59965,
0.41202,,1.65789,-3.3354,2.1582,,-1.50093,,-1.32435,,3.5316,
0.14715,,0.8829,-2.14839,2.39364,,-2.03067,,-1.82466,,1.84428,
-0.08829,,0.27468,-3.35502,2.72718,,-2.2563,,-1.22625,,1.30473,
0.80442,,0.16677,-2.67813,2.11896,,-2.40345,,-0.67689,,1.22625,
1.20663,,0.20601,-2.73699,1.83447,,-2.19744,,-0.8829,,-0.65727,
0.81423,,-0.74556,-1.40283,2.58003,,-3.4335,,-1.00062,,0.46107,
0.70632,,-0.70632,0.11772,2.38383,,-3.40407,,-1.42245,,-1.59903,
0.59841,,-1.04967,1.49112,2.71737,,-2.72718,,-0.63765,,-1.82466,
0.8829,,-1.7658,0.65727,2.86452,,-2.93319,,-0.92214,,-2.44269,
0.84366,,-1.58922,1.84428,2.79585,,-2.69775,,-1.16739,,-2.12877,
1.3734,,-0.80442,0.0981,1.34397,,-2.58984,,-1.72656,,-0.94176,
1.84428,,-0.27468,1.05948,0.67689,,-2.31516,,-1.15758,,-2.17782,
1.962,,-1.20663,0.65727,1.3734,,-1.18701,,-2.53098,,-2.61927,
2.95281,,-1.01043,2.88414,0.74556,,-0.94176,,-2.75661,,-1.10853,
3.07053,,-1.23606,2.79585,0.67689,,-1.23606,,-2.19744,,-0.45126,
2.62908,,-1.41264,2.40345,0.40221,,-0.57879,,-3.06072,,-1.72656,
2.89395,,-2.10915,2.5506,0.65727,,0.94176,,-2.99205,,-0.67689,
3.46293,,-1.26549,2.66832,0.42183,,0.34335,,-2.31516,,0.94176,
3.18825,,-1.01043,2.3544,-0.40221,,0.89271,,-2.78604,,1.42245,
3.25692,,-1.10853,1.08891,-0.92214,,1.70694,,-2.5506,,0.57879,
3.66894,,-0.70632,1.4715,-1.01043,,1.41264,,-2.98224,,2.77623,
3.58065,,-0.71613,2.32497,-1.58922,,1.91295,,-2.7468,,3.55122,
3.64932,,-1.04967,2.68794,-1.25568,,1.44207,,-1.58922,,3.05091,
3.48255,,-1.32435,2.29554,-0.77499,,1.30473,,-1.03005,,1.85409,
2.66832,,-1.58922,2.17782,-0.76518,,1.28511,,-1.54017,,3.51198,
2.51136,,-1.83447,1.98162,-1.39302,,0.74556,,-0.51993,,3.18825,
2.48193,,-0.66708,1.49112,-1.36359,,0.12753,,-0.11772,,2.70756,
1.92276,,-1.0791,1.35378,-1.41264,,0.35316,,0.16677,,1.95219,
2.17782,,-0.1962,0.46107,-1.79523,,-0.8829,,0.92214,,4.29678,
1.81485,,-0.07848,1.43226,-2.01105,,-1.05948,,1.71675,,5.11101,
1.33416,,0.20601,1.95219,-1.62846,,-1.62846,,1.38321,,2.22687,
2.00124,,0.13734,2.13858,-0.95157,,-1.82466,,1.36359,,1.99143,
1.73637,,0.96138,1.44207,-0.52974,,-2.3544,,2.32497,,4.46355,
1.21644,,0.46107,1.0791,-1.1772,,-2.88414,,0.7848,,4.39488,
2.06991,,0.22563,-0.57879,-0.99081,,-3.39426,,0.76518,,2.31516,
