RMS,Standard_Deviation,Peak_to_Peak
1.5552949853805869,1.7033250773677935,4.37526
1.690809777784006,1.1931060037188648,3.0410999999999997
1.4653778143025096,1.225311805096972,3.18825
2.404827676581006,2.1095051073154574,5.679989999999999
1.1745606036088558,0.9458878442130441,2.58984
2.3820968082028067,2.595027787047761,6.93567
1.4316495445638922,1.513710867857531,3.59046
1.6585864217760857,1.7728491298246447,4.16925
1.084955250920516,0.9483112757950315,2.18763
2.5674539887405965,1.734800799411852,4.13001
1.9575559419592587,1.626887276697436,4.36545
1.1060167749405974,1.12220139947783,3.18825
1.8229978719954667,1.961254298289745,5.356260000000001
0.9477445010919346,1.0350689013152699,2.88414
2.1820690643629956,2.1195541180988986,6.0723899999999995
1.2309888832154416,1.1641236741515053,3.40407
2.9434713872483966,2.6581763425307208,7.4556000000000004
1.6948129558744824,1.7647278411698504,4.3164
2.2188172902922854,2.341527334395223,6.87681
1.3405105658852525,1.4453085573502982,3.17844
